id_note,id_eleve,matiere,note,trimestre
N014614,E0147,histoire_geographie,10.14,1
N014620,E0147,maths,9.68,2
N014621,E0147,francais,9.35,2
N014622,E0147,sciences,10.34,2
N014623,E0147,anglais,9.93,2
N014624,E0147,histoire_geographie,12.38,2
N014630,E0147,maths,9.98,3
N014631,E0147,francais,8.88,3
N014632,E0147,sciences,10.15,3
N014633,E0147,anglais,9.28,3
N014634,E0147,histoire_geographie,11.73,3
N014710,E0148,maths,14.69,1
N014711,E0148,francais,15.68,1
N014712,E0148,sciences,13.33,1
N014713,E0148,anglais,13.67,1
N014714,E0148,histoire_geographie,12.48,1
N014720,E0148,maths,12.97,2
N014721,E0148,francais,12.66,2
N014722,E0148,sciences,12.46,2
N014723,E0148,anglais,10.87,2
N014724,E0148,histoire_geographie,10.34,2
N014730,E0148,maths,12.89,3
N014731,E0148,francais,11.31,3
N014732,E0148,sciences,13.76,3
N014733,E0148,anglais,12.91,3
N014734,E0148,histoire_geographie,14.7,3
N014810,E0149,maths,6.55,1
N014811,E0149,francais,9.55,1
N014812,E0149,sciences,4.15,1
N014813,E0149,anglais,6.24,1
N014814,E0149,histoire_geographie,8.7,1
N014820,E0149,maths,5.9,2
N014821,E0149,francais,6.43,2
N014822,E0149,sciences,8.17,2
N014823,E0149,anglais,7.12,2
N014824,E0149,histoire_geographie,9.25,2
N014830,E0149,maths,7.39,3
N014831,E0149,francais,7.92,3
N014832,E0149,sciences,8.1,3
N014833,E0149,anglais,8.25,3
N014834,E0149,histoire_geographie,10.74,3
N014910,E0150,maths,13.67,1
N014911,E0150,francais,16.16,1
N014912,E0150,sciences,12.31,1
N014913,E0150,anglais,12.71,1
N014914,E0150,histoire_geographie,13.71,1
N014920,E0150,maths,14.63,2
N014921,E0150,francais,14.87,2
N014922,E0150,sciences,15.2,2
N014923,E0150,anglais,14.26,2
N014924,E0150,histoire_geographie,14.82,2
N014930,E0150,maths,14.45,3
N014931,E0150,francais,16.23,3
N014932,E0150,sciences,14.16,3
N014933,E0150,anglais,13.39,3
N014934,E0150,histoire_geographie,15.33,3
N015010,E0151,maths,10.95,1
N015011,E0151,francais,9.99,1
N015012,E0151,sciences,8.19,1
N015013,E0151,anglais,10.71,1
N015014,E0151,histoire_geographie,13.26,1
N015020,E0151,maths,9.86,2
N015021,E0151,francais,11.73,2
N015022,E0151,sciences,12.67,2
N015023,E0151,anglais,8.91,2
N015024,E0151,histoire_geographie,10.79,2
N015030,E0151,maths,9.98,3
N015031,E0151,francais,9.02,3
N015032,E0151,sciences,9.43,3
N015033,E0151,anglais,12.38,3
N015034,E0151,histoire_geographie,11.18,3
N015110,E0152,maths,7.12,1
N015111,E0152,francais,6.44,1
N015112,E0152,sciences,8.77,1
N015113,E0152,anglais,6.73,1
N015114,E0152,histoire_geographie,10.12,1
N015120,E0152,maths,7.35,2
N015121,E0152,francais,8.44,2
N015122,E0152,sciences,9.62,2
N015123,E0152,anglais,7.53,2
N015124,E0152,histoire_geographie,7.4,2
N015130,E0152,maths,6.28,3
N015131,E0152,francais,9.67,3
N015132,E0152,sciences,7.22,3
N015133,E0152,anglais,8.33,3
N015134,E0152,histoire_geographie,11.23,3
N015210,E0153,maths,8.29,1
N015211,E0153,francais,7.09,1
N015212,E0153,sciences,11.73,1
N015213,E0153,anglais,10.88,1
N015214,E0153,histoire_geographie,11.98,1
N015220,E0153,maths,9.14,2
N015221,E0153,francais,11.43,2
N015222,E0153,sciences,11.51,2
N015223,E0153,anglais,8.03,2
N015224,E0153,histoire_geographie,10.48,2
N015230,E0153,maths,8.24,3
N015231,E0153,francais,9.76,3
N015232,E0153,sciences,10.56,3
N015233,E0153,anglais,9.43,3
N015234,E0153,histoire_geographie,10.03,3
N015310,E0154,maths,12.35,1
N015311,E0154,francais,12.66,1
N015312,E0154,sciences,15.44,1
N015313,E0154,anglais,13.9,1
N015314,E0154,histoire_geographie,14.33,1
N015320,E0154,maths,12.92,2
N015321,E0154,francais,15.52,2
N015322,E0154,sciences,14.91,2
N015323,E0154,anglais,13.36,2
N015324,E0154,histoire_geographie,14.75,2
N015330,E0154,maths,13.66,3
N015331,E0154,francais,15.31,3
N015332,E0154,sciences,14.89,3
N015333,E0154,anglais,12.34,3
N015334,E0154,histoire_geographie,13.01,3
N015410,E0155,maths,5.74,1
N015411,E0155,francais,7.46,1
N015412,E0155,sciences,6.44,1
N015413,E0155,anglais,6.73,1
N015414,E0155,histoire_geographie,9.54,1
N015420,E0155,maths,7.33,2
N015421,E0155,francais,11.49,2
N015422,E0155,sciences,7.41,2
N015423,E0155,anglais,5.99,2
N015424,E0155,histoire_geographie,5.51,2
N015430,E0155,maths,6.63,3
N015431,E0155,francais,8.17,3
N015432,E0155,sciences,6.97,3
N015433,E0155,anglais,9.74,3
N015434,E0155,histoire_geographie,9.68,3
N015510,E0156,maths,12.24,1
N015511,E0156,francais,11.25,1
N015512,E0156,sciences,9.68,1
N015513,E0156,anglais,10.02,1
N015514,E0156,histoire_geographie,12.48,1
N015520,E0156,maths,11.86,2
N015521,E0156,francais,12.3,2
N015522,E0156,sciences,9.34,2
N015523,E0156,anglais,11.68,2
N015524,E0156,histoire_geographie,12.22,2
N015530,E0156,maths,10.34,3
N015531,E0156,francais,13.33,3
N015532,E0156,sciences,11.43,3
N015533,E0156,anglais,11.22,3
N015534,E0156,histoire_geographie,12.33,3
N015610,E0157,maths,10.94,1
N015611,E0157,francais,10.68,1
N015612,E0157,sciences,7.98,1
N015613,E0157,anglais,7.75,1
N015614,E0157,histoire_geographie,11.75,1
N015620,E0157,maths,10.12,2
N015621,E0157,francais,10.93,2
N015622,E0157,sciences,9.86,2
N015623,E0157,anglais,9.88,2
N015624,E0157,histoire_geographie,11.44,2
N015630,E0157,maths,8.32,3
N015631,E0157,francais,9.76,3
N015632,E0157,sciences,11.45,3
N015633,E0157,anglais,10.7,3
N015634,E0157,histoire_geographie,10.26,3
N015710,E0158,maths,9.44,1
N015711,E0158,francais,11.2,1
N015712,E0158,sciences,12.73,1
N015713,E0158,anglais,11.81,1
N015714,E0158,histoire_geographie,14.34,1
N015720,E0158,maths,11.68,2
N015721,E0158,francais,10.76,2
N015722,E0158,sciences,14.07,2
N015723,E0158,anglais,11.13,2
N015724,E0158,histoire_geographie,12.36,2
N015730,E0158,maths,11.15,3
N015731,E0158,francais,12.18,3
N015732,E0158,sciences,12.19,3
N015733,E0158,anglais,12.08,3
N015734,E0158,histoire_geographie,13.3,3
N015810,E0159,maths,8.16,1
N015811,E0159,francais,9.11,1
N015812,E0159,sciences,10.86,1
N015813,E0159,anglais,8.74,1
N015814,E0159,histoire_geographie,11.08,1
N015820,E0159,maths,10.2,2
N015821,E0159,francais,9.73,2
N015822,E0159,sciences,8.68,2
N015823,E0159,anglais,9.45,2
N015824,E0159,histoire_geographie,11.58,2
N015830,E0159,maths,10.54,3
N015831,E0159,francais,9.84,3
N015832,E0159,sciences,10.64,3
N015833,E0159,anglais,10.52,3
N015834,E0159,histoire_geographie,11.29,3
N015910,E0160,maths,9.4,1
N015911,E0160,francais,9.52,1
N015912,E0160,sciences,9.72,1
N015913,E0160,anglais,10.05,1
N015914,E0160,histoire_geographie,11.06,1
N015920,E0160,maths,11.01,2
N015921,E0160,francais,10.41,2
N015922,E0160,sciences,7.28,2
N015923,E0160,anglais,8.97,2
N015924,E0160,histoire_geographie,11.48,2
N015930,E0160,maths,9.43,3
N015931,E0160,francais,9.88,3
N015932,E0160,sciences,9.04,3
N015933,E0160,anglais,8.22,3
N015934,E0160,histoire_geographie,10.46,3
N016010,E0161,maths,9.5,1
N016011,E0161,francais,9.65,1
N016012,E0161,sciences,11.09,1
N016013,E0161,anglais,8.84,1
N016014,E0161,histoire_geographie,10.96,1
N016020,E0161,maths,9.99,2
N016021,E0161,francais,9.99,2
N016022,E0161,sciences,11.78,2
N016023,E0161,anglais,10.36,2
N016024,E0161,histoire_geographie,13.61,2
N016030,E0161,maths,10.26,3
N016031,E0161,francais,10.55,3
N016032,E0161,sciences,10.45,3
N016033,E0161,anglais,12.43,3
N016034,E0161,histoire_geographie,11.46,3
N016110,E0162,maths,11.51,1
N016111,E0162,francais,11.48,1
N016112,E0162,sciences,11.83,1
N016113,E0162,anglais,13.37,1
N016114,E0162,histoire_geographie,14.71,1
N016120,E0162,maths,12.84,2
N016121,E0162,francais,12.29,2
N016122,E0162,sciences,10.84,2
N016123,E0162,anglais,13.66,2
N016124,E0162,histoire_geographie,15.34,2
N016130,E0162,maths,10.91,3
N016131,E0162,francais,13.54,3
N016132,E0162,sciences,12.45,3
N016133,E0162,anglais,11.53,3
N016134,E0162,histoire_geographie,13.78,3
N016210,E0163,maths,9.62,1
N016211,E0163,francais,8.75,1
N016212,E0163,sciences,9.48,1
N016213,E0163,anglais,8.73,1
N016214,E0163,histoire_geographie,12.2,1
N016220,E0163,maths,8.73,2
N016221,E0163,francais,9.52,2
N016222,E0163,sciences,9.25,2
N016223,E0163,anglais,10.57,2
N016224,E0163,histoire_geographie,12.27,2
N016230,E0163,maths,11.53,3
N016231,E0163,francais,11.31,3
N016232,E0163,sciences,8.95,3
N016233,E0163,anglais,9.67,3
N016234,E0163,histoire_geographie,11.11,3
N016310,E0164,maths,7.22,1
N016311,E0164,francais,5.04,1
N016312,E0164,sciences,7.65,1
N016313,E0164,anglais,6.63,1
N016314,E0164,histoire_geographie,7.21,1
N016320,E0164,maths,6.19,2
N016321,E0164,francais,7.33,2
N016322,E0164,sciences,7.58,2
N016323,E0164,anglais,5.17,2
N016324,E0164,histoire_geographie,5.91,2
N016330,E0164,maths,4.44,3
N016331,E0164,francais,4.22,3
N016332,E0164,sciences,5.87,3
N016333,E0164,anglais,5.01,3
N016334,E0164,histoire_geographie,8.77,3
N016410,E0165,maths,4.95,1
N016411,E0165,francais,6.9,1
N016412,E0165,sciences,7.52,1
N016413,E0165,anglais,6.22,1
N016414,E0165,histoire_geographie,7.66,1
N016420,E0165,maths,7.29,2
N016421,E0165,francais,8.58,2
N016422,E0165,sciences,6.82,2
N016423,E0165,anglais,7.05,2
N016424,E0165,histoire_geographie,8.51,2
N016430,E0165,maths,8.82,3
N016431,E0165,francais,7.07,3
N016432,E0165,sciences,6.68,3
N016433,E0165,anglais,6.2,3
N016434,E0165,histoire_geographie,7.78,3
N016510,E0166,maths,9.9,1
N016511,E0166,francais,11.05,1
N016512,E0166,sciences,10.36,1
N016513,E0166,anglais,9.58,1
N016514,E0166,histoire_geographie,13.18,1
N016520,E0166,maths,8.43,2
N016521,E0166,francais,10.75,2
N016522,E0166,sciences,8.8,2
N016523,E0166,anglais,10.67,2
N016524,E0166,histoire_geographie,10.34,2
N016530,E0166,maths,9.3,3
N016531,E0166,francais,10.33,3
N016532,E0166,sciences,8.8,3
N016533,E0166,anglais,10.46,3
N016534,E0166,histoire_geographie,12.1,3
N016610,E0167,maths,10.95,1
N016611,E0167,francais,11.79,1
N016612,E0167,sciences,11.56,1
N016613,E0167,anglais,12.24,1
N016614,E0167,histoire_geographie,11.72,1
N016620,E0167,maths,10.74,2
N016621,E0167,francais,12.48,2
N016622,E0167,sciences,11.01,2
N016623,E0167,anglais,10.69,2
N016624,E0167,histoire_geographie,13.68,2
N016630,E0167,maths,12.1,3
N016631,E0167,francais,12.53,3
N016632,E0167,sciences,9.21,3
N016633,E0167,anglais,10.93,3
N016634,E0167,histoire_geographie,13.67,3
N016710,E0168,maths,10.22,1
N016711,E0168,francais,11.25,1
N016712,E0168,sciences,13.2,1
N016713,E0168,anglais,11.4,1
N016714,E0168,histoire_geographie,12.32,1
N016720,E0168,maths,10.97,2
N016721,E0168,francais,10.44,2
N016722,E0168,sciences,12.89,2
N016723,E0168,anglais,12.98,2
N016724,E0168,histoire_geographie,10.69,2
N016730,E0168,maths,11.16,3
N016731,E0168,francais,11.69,3
N016732,E0168,sciences,7.98,3
N016733,E0168,anglais,8.82,3
N016734,E0168,histoire_geographie,12.33,3
N016810,E0169,maths,6.58,1
N016811,E0169,francais,8.6,1
N016812,E0169,sciences,9.09,1
N016813,E0169,anglais,7.91,1
N016814,E0169,histoire_geographie,7.92,1
N016820,E0169,maths,5.93,2
N016821,E0169,francais,5.95,2
N016822,E0169,sciences,8.86,2
N016823,E0169,anglais,12.21,2
N016824,E0169,histoire_geographie,9.8,2
N016830,E0169,maths,7.14,3
N016831,E0169,francais,8.14,3
N016832,E0169,sciences,7.92,3
N016833,E0169,anglais,8.3,3
N016834,E0169,histoire_geographie,9.45,3
N016910,E0170,maths,5.36,1
N016911,E0170,francais,8.66,1
N016912,E0170,sciences,7.98,1
N016913,E0170,anglais,7.27,1
N016914,E0170,histoire_geographie,9.67,1
N016920,E0170,maths,8.4,2
N016921,E0170,francais,10.3,2
N016922,E0170,sciences,7.82,2
N016923,E0170,anglais,8.73,2
N016924,E0170,histoire_geographie,9.92,2
N016930,E0170,maths,7.07,3
N016931,E0170,francais,9.42,3
N016932,E0170,sciences,9.28,3
N016933,E0170,anglais,6.87,3
N016934,E0170,histoire_geographie,9.61,3
N017010,E0171,maths,10.33,1
N017011,E0171,francais,12.17,1
N017012,E0171,sciences,12.24,1
N017013,E0171,anglais,11.3,1
N017014,E0171,histoire_geographie,12.98,1
N017020,E0171,maths,10.67,2
N017021,E0171,francais,10.46,2
N017022,E0171,sciences,12.94,2
N017023,E0171,anglais,13.33,2
N017024,E0171,histoire_geographie,13.24,2
N017030,E0171,maths,12.19,3
N017031,E0171,francais,10.73,3
N017032,E0171,sciences,11.02,3
N017033,E0171,anglais,10.68,3
N017034,E0171,histoire_geographie,13.58,3
N017110,E0172,maths,11.95,1
N017111,E0172,francais,10.49,1
N017112,E0172,sciences,11.0,1
N017113,E0172,anglais,11.68,1
N017114,E0172,histoire_geographie,11.93,1
N017120,E0172,maths,9.78,2
N017121,E0172,francais,11.06,2
N017122,E0172,sciences,9.44,2
N017123,E0172,anglais,10.74,2
N017124,E0172,histoire_geographie,13.09,2
N017130,E0172,maths,11.46,3
N017131,E0172,francais,10.24,3
N017132,E0172,sciences,11.3,3
N017133,E0172,anglais,11.37,3
N017134,E0172,histoire_geographie,11.94,3
N017210,E0173,maths,9.42,1
N017211,E0173,francais,13.68,1
N017212,E0173,sciences,10.6,1
N017213,E0173,anglais,9.78,1
N017214,E0173,histoire_geographie,12.53,1
N017220,E0173,maths,10.52,2
N017221,E0173,francais,12.5,2
N017222,E0173,sciences,12.45,2
N017223,E0173,anglais,11.31,2
N017224,E0173,histoire_geographie,11.72,2
N017230,E0173,maths,11.0,3
N017231,E0173,francais,9.87,3
N017232,E0173,sciences,11.15,3
N017233,E0173,anglais,10.96,3
N017234,E0173,histoire_geographie,12.37,3
N017310,E0174,maths,10.29,1
N017311,E0174,francais,11.29,1
N017312,E0174,sciences,9.61,1
N017313,E0174,anglais,10.17,1
N017314,E0174,histoire_geographie,7.61,1
N017320,E0174,maths,12.22,2
N017321,E0174,francais,14.0,2
N017322,E0174,sciences,9.32,2
N017323,E0174,anglais,10.79,2
N017324,E0174,histoire_geographie,12.3,2
N017330,E0174,maths,10.0,3
N017331,E0174,francais,10.94,3
N017332,E0174,sciences,10.43,3
N017333,E0174,anglais,8.77,3
N017334,E0174,histoire_geographie,11.63,3
N017410,E0175,maths,6.76,1
N017411,E0175,francais,10.62,1
N017412,E0175,sciences,8.31,1
N017413,E0175,anglais,10.43,1
N017414,E0175,histoire_geographie,8.78,1
N017420,E0175,maths,8.18,2
N017421,E0175,francais,11.33,2
N017422,E0175,sciences,9.05,2
N017423,E0175,anglais,8.01,2
N017424,E0175,histoire_geographie,12.61,2
N017430,E0175,maths,7.9,3
N017431,E0175,francais,9.55,3
N017432,E0175,sciences,9.23,3
N017433,E0175,anglais,9.84,3
N017434,E0175,histoire_geographie,9.05,3
N017510,E0176,maths,9.25,1
N017511,E0176,francais,10.74,1
N017512,E0176,sciences,10.95,1
N017513,E0176,anglais,11.46,1
N017514,E0176,histoire_geographie,11.06,1
N017520,E0176,maths,12.74,2
N017521,E0176,francais,11.89,2
N017522,E0176,sciences,10.88,2
N017523,E0176,anglais,11.71,2
N017524,E0176,histoire_geographie,11.6,2
N017530,E0176,maths,13.43,3
N017531,E0176,francais,12.85,3
N017532,E0176,sciences,10.58,3
N017533,E0176,anglais,11.45,3
N017534,E0176,histoire_geographie,14.58,3
N017610,E0177,maths,5.48,1
N017611,E0177,francais,8.54,1
N017612,E0177,sciences,4.48,1
N017613,E0177,anglais,6.33,1
N017614,E0177,histoire_geographie,8.25,1
N017620,E0177,maths,5.19,2
N017621,E0177,francais,5.99,2
N017622,E0177,sciences,6.41,2
N017623,E0177,anglais,5.55,2
N017624,E0177,histoire_geographie,8.11,2
N017630,E0177,maths,4.6,3
N017631,E0177,francais,7.78,3
N017632,E0177,sciences,7.42,3
N017633,E0177,anglais,6.56,3
N017634,E0177,histoire_geographie,9.27,3
N017710,E0178,maths,10.63,1
N017711,E0178,francais,12.01,1
N017712,E0178,sciences,11.01,1
N017713,E0178,anglais,12.21,1
N017714,E0178,histoire_geographie,12.99,1
N017720,E0178,maths,12.17,2
N017721,E0178,francais,15.45,2
N017722,E0178,sciences,14.69,2
N017723,E0178,anglais,10.87,2
N017724,E0178,histoire_geographie,12.89,2
N017730,E0178,maths,12.23,3
N017731,E0178,francais,11.11,3
N017732,E0178,sciences,11.85,3
N017733,E0178,anglais,11.66,3
N017734,E0178,histoire_geographie,12.14,3
N017810,E0179,maths,11.17,1
N017811,E0179,francais,10.84,1
N017812,E0179,sciences,11.42,1
N017813,E0179,anglais,9.36,1
N017814,E0179,histoire_geographie,10.87,1
N017820,E0179,maths,10.82,2
N017821,E0179,francais,12.77,2
N017822,E0179,sciences,11.85,2
N017823,E0179,anglais,11.39,2
N017824,E0179,histoire_geographie,9.33,2
N017830,E0179,maths,9.68,3
N017831,E0179,francais,9.31,3
N017832,E0179,sciences,11.5,3
N017833,E0179,anglais,9.34,3
N017834,E0179,histoire_geographie,8.81,3
N017910,E0180,maths,13.22,1
N017911,E0180,francais,11.69,1
N017912,E0180,sciences,13.02,1
N017913,E0180,anglais,8.06,1
N017914,E0180,histoire_geographie,13.4,1
N017920,E0180,maths,9.94,2
N017921,E0180,francais,13.22,2
N017922,E0180,sciences,10.14,2
N017923,E0180,anglais,11.7,2
N017924,E0180,histoire_geographie,12.95,2
N017930,E0180,maths,10.24,3
N017931,E0180,francais,11.06,3
N017932,E0180,sciences,12.77,3
N017933,E0180,anglais,14.02,3
N017934,E0180,histoire_geographie,12.61,3
N018010,E0181,maths,6.28,1
N018011,E0181,francais,6.62,1
N018012,E0181,sciences,7.7,1
N018013,E0181,anglais,7.86,1
N018014,E0181,histoire_geographie,7.73,1
N018020,E0181,maths,8.0,2
N018021,E0181,francais,8.17,2
N018022,E0181,sciences,7.7,2
N018023,E0181,anglais,7.25,2
N018024,E0181,histoire_geographie,8.17,2
N018030,E0181,maths,5.68,3
N018031,E0181,francais,7.57,3
N018032,E0181,sciences,6.16,3
N018033,E0181,anglais,6.83,3
N018034,E0181,histoire_geographie,7.52,3
N018110,E0182,maths,10.86,1
N018111,E0182,francais,12.19,1
N018112,E0182,sciences,13.18,1
N018113,E0182,anglais,10.13,1
N018114,E0182,histoire_geographie,12.29,1
N018120,E0182,maths,9.66,2
N018121,E0182,francais,10.32,2
N018122,E0182,sciences,9.94,2
N018123,E0182,anglais,12.08,2
N018124,E0182,histoire_geographie,11.5,2
N018130,E0182,maths,11.34,3
N018131,E0182,francais,9.7,3
N018132,E0182,sciences,8.58,3
N018133,E0182,anglais,7.71,3
N018134,E0182,histoire_geographie,10.06,3
N018210,E0183,maths,11.96,1
N018211,E0183,francais,12.0,1
N018212,E0183,sciences,12.6,1
N018213,E0183,anglais,11.67,1
N018214,E0183,histoire_geographie,12.61,1
N018220,E0183,maths,10.73,2
N018221,E0183,francais,11.61,2
N018222,E0183,sciences,14.48,2
N018223,E0183,anglais,11.5,2
N018224,E0183,histoire_geographie,14.79,2
N018230,E0183,maths,11.82,3
N018231,E0183,francais,14.16,3
N018232,E0183,sciences,11.51,3
N018233,E0183,anglais,12.78,3
N018234,E0183,histoire_geographie,15.48,3
N018310,E0184,maths,11.77,1
N018311,E0184,francais,10.79,1
N018312,E0184,sciences,10.84,1
N018313,E0184,anglais,11.59,1
N018314,E0184,histoire_geographie,13.07,1
N018320,E0184,maths,11.54,2
N018321,E0184,francais,11.02,2
N018322,E0184,sciences,11.74,2
N018323,E0184,anglais,10.86,2
N018324,E0184,histoire_geographie,13.45,2
N018330,E0184,maths,10.39,3
N018331,E0184,francais,12.59,3
N018332,E0184,sciences,14.42,3
N018333,E0184,anglais,12.95,3
N018334,E0184,histoire_geographie,11.81,3
N018410,E0185,maths,8.22,1
N018411,E0185,francais,7.16,1
N018412,E0185,sciences,7.31,1
N018413,E0185,anglais,8.68,1
N018414,E0185,histoire_geographie,8.47,1
N018420,E0185,maths,8.15,2
N018421,E0185,francais,8.28,2
N018422,E0185,sciences,10.24,2
N018423,E0185,anglais,8.76,2
N018424,E0185,histoire_geographie,8.96,2
N018430,E0185,maths,7.83,3
N018431,E0185,francais,10.36,3
N018432,E0185,sciences,9.51,3
N018433,E0185,anglais,9.32,3
N018434,E0185,histoire_geographie,10.97,3
N018510,E0186,maths,7.94,1
N018511,E0186,francais,10.82,1
N018512,E0186,sciences,11.11,1
N018513,E0186,anglais,10.52,1
N018514,E0186,histoire_geographie,10.1,1
N018520,E0186,maths,10.63,2
N018521,E0186,francais,9.96,2
N018522,E0186,sciences,9.06,2
N018523,E0186,anglais,7.34,2
N018524,E0186,histoire_geographie,11.82,2
N018530,E0186,maths,12.57,3
N018531,E0186,francais,10.02,3
N018532,E0186,sciences,9.19,3
N018533,E0186,anglais,11.77,3
N018534,E0186,histoire_geographie,9.9,3
N018610,E0187,maths,11.73,1
N018611,E0187,francais,11.13,1
N018612,E0187,sciences,11.54,1
N018613,E0187,anglais,10.53,1
N018614,E0187,histoire_geographie,11.97,1
N018620,E0187,maths,11.4,2
N018621,E0187,francais,12.28,2
N018622,E0187,sciences,11.53,2
N018623,E0187,anglais,12.0,2
N018624,E0187,histoire_geographie,13.55,2
N018630,E0187,maths,9.89,3
N018631,E0187,francais,11.56,3
N018632,E0187,sciences,10.78,3
N018633,E0187,anglais,11.61,3
N018634,E0187,histoire_geographie,13.66,3
N018710,E0188,maths,14.09,1
N018711,E0188,francais,14.72,1
N018712,E0188,sciences,13.62,1
N018713,E0188,anglais,12.42,1
N018714,E0188,histoire_geographie,15.43,1
N018720,E0188,maths,15.44,2
N018721,E0188,francais,15.18,2
N018722,E0188,sciences,14.26,2
N018723,E0188,anglais,13.49,2
N018724,E0188,histoire_geographie,16.37,2
N018730,E0188,maths,14.76,3
N018731,E0188,francais,16.62,3
N018732,E0188,sciences,13.29,3
N018733,E0188,anglais,13.31,3
N018734,E0188,histoire_geographie,16.32,3
N018810,E0189,maths,10.1,1
N018811,E0189,francais,8.92,1
N018812,E0189,sciences,10.85,1
N018813,E0189,anglais,10.69,1
N018814,E0189,histoire_geographie,10.2,1
N018820,E0189,maths,7.66,2
N018821,E0189,francais,8.9,2
N018822,E0189,sciences,9.78,2
N018823,E0189,anglais,8.95,2
N018824,E0189,histoire_geographie,11.75,2
N018830,E0189,maths,7.19,3
N018831,E0189,francais,9.86,3
N018832,E0189,sciences,9.7,3
N018833,E0189,anglais,9.07,3
N018834,E0189,histoire_geographie,10.88,3
N018910,E0190,maths,6.94,1
N018911,E0190,francais,7.17,1
N018912,E0190,sciences,8.67,1
N018913,E0190,anglais,8.95,1
N018914,E0190,histoire_geographie,10.9,1
N018920,E0190,maths,7.23,2
N018921,E0190,francais,9.36,2
N018922,E0190,sciences,7.23,2
N018923,E0190,anglais,8.66,2
N018924,E0190,histoire_geographie,9.15,2
N018930,E0190,maths,6.77,3
N018931,E0190,francais,8.01,3
